,PassengerId,Survived,SibSp,Parch,Fare,HasCabin,HasAge,NewAge,IsMale,EmbarkedQ,EmbarkedS,IsFirstClass,IsSecondClass,IsTicketNumber
803,804,1,0,1,8.5167,1,True,0.42,1,0,0,0,0,1
804,805,1,0,0,6.975,1,True,27.0,1,0,1,0,0,1
805,806,0,0,0,7.775,1,True,31.0,1,0,1,0,0,1
806,807,0,0,0,0.0,0,True,39.0,1,0,1,1,0,1
807,808,0,0,0,7.775,1,True,18.0,0,0,1,0,0,1
808,809,0,0,0,13.0,1,True,39.0,1,0,1,0,1,1
809,810,1,1,0,53.1,0,True,33.0,0,0,1,1,0,1
810,811,0,0,0,7.8875,1,True,26.0,1,0,1,0,0,1
811,812,0,0,0,24.15,1,True,39.0,1,0,1,0,0,0
812,813,0,0,0,10.5,1,True,35.0,1,0,1,0,1,1
813,814,0,4,2,31.275,1,True,6.0,0,0,1,0,0,1
814,815,0,0,0,8.05,1,True,30.5,1,0,1,0,0,1
815,816,0,0,0,0.0,0,False,-1.0,1,0,1,1,0,1
816,817,0,0,0,7.925,1,True,23.0,0,0,1,0,0,0
817,818,0,1,1,37.0042,1,True,31.0,1,0,0,0,1,0
818,819,0,0,0,6.45,1,True,43.0,1,0,1,0,0,0
819,820,0,3,2,27.9,1,True,10.0,1,0,1,0,0,1
820,821,1,1,1,93.5,0,True,52.0,0,0,1,1,0,1
821,822,1,0,0,8.6625,1,True,27.0,1,0,1,0,0,1
822,823,0,0,0,0.0,1,True,38.0,1,0,1,1,0,1
823,824,1,0,1,12.475,0,True,27.0,0,0,1,0,0,1
824,825,0,4,1,39.6875,1,True,2.0,1,0,1,0,0,1
825,826,0,0,0,6.95,1,False,-1.0,1,1,0,0,0,1
826,827,0,0,0,56.4958,1,False,-1.0,1,0,1,0,0,1
827,828,1,0,2,37.0042,1,True,1.0,1,0,0,0,1,0
828,829,1,0,0,7.75,1,False,-1.0,1,1,0,0,0,1
830,831,1,1,0,14.4542,1,True,15.0,0,0,0,0,0,1
831,832,1,1,1,18.75,1,True,0.83,1,0,1,0,1,1
832,833,0,0,0,7.2292,1,False,-1.0,1,0,0,0,0,1
833,834,0,0,0,7.8542,1,True,23.0,1,0,1,0,0,1
834,835,0,0,0,8.3,1,True,18.0,1,0,1,0,0,1
835,836,1,1,1,83.1583,0,True,39.0,0,0,0,1,0,0
836,837,0,0,0,8.6625,1,True,21.0,1,0,1,0,0,1
837,838,0,0,0,8.05,1,False,-1.0,1,0,1,0,0,1
838,839,1,0,0,56.4958,1,True,32.0,1,0,1,0,0,1
839,840,1,0,0,29.7,0,False,-1.0,1,0,0,1,0,1
840,841,0,0,0,7.925,1,True,20.0,1,0,1,0,0,0
841,842,0,0,0,10.5,1,True,16.0,1,0,1,0,1,0
842,843,1,0,0,31.0,1,True,30.0,0,0,0,1,0,1
843,844,0,0,0,6.4375,1,True,34.5,1,0,0,0,0,1
844,845,0,0,0,8.6625,1,True,17.0,1,0,1,0,0,1
845,846,0,0,0,7.55,1,True,42.0,1,0,1,0,0,0
846,847,0,8,2,69.55,1,False,-1.0,1,0,1,0,0,0
847,848,0,0,0,7.8958,1,True,35.0,1,0,0,0,0,1
848,849,0,0,1,33.0,1,True,28.0,1,0,1,0,1,1
849,850,1,1,0,89.1042,0,False,-1.0,0,0,0,1,0,1
850,851,0,4,2,31.275,1,True,4.0,1,0,1,0,0,1
851,852,0,0,0,7.775,1,True,74.0,1,0,1,0,0,1
852,853,0,1,1,15.2458,1,True,9.0,0,0,0,0,0,1
853,854,1,0,1,39.4,0,True,16.0,0,0,1,1,0,0
854,855,0,1,0,26.0,1,True,44.0,0,0,1,0,1,1
855,856,1,0,1,9.35,1,True,18.0,0,0,1,0,0,1
856,857,1,1,1,164.8667,1,True,45.0,0,0,1,1,0,1
857,858,1,0,0,26.55,0,True,51.0,1,0,1,1,0,1
858,859,1,0,3,19.2583,1,True,24.0,0,0,0,0,0,1
859,860,0,0,0,7.2292,1,False,-1.0,1,0,0,0,0,1
860,861,0,2,0,14.1083,1,True,41.0,1,0,1,0,0,1
861,862,0,1,0,11.5,1,True,21.0,1,0,1,0,1,1
862,863,1,0,0,25.9292,0,True,48.0,0,0,1,1,0,1
863,864,0,8,2,69.55,1,False,-1.0,0,0,1,0,0,0
864,865,0,0,0,13.0,1,True,24.0,1,0,1,0,1,1
865,866,1,0,0,13.0,1,True,42.0,0,0,1,0,1,1
866,867,1,1,0,13.8583,1,True,27.0,0,0,0,0,1,0
867,868,0,0,0,50.4958,0,True,31.0,1,0,1,1,0,0
868,869,0,0,0,9.5,1,False,-1.0,1,0,1,0,0,1
869,870,1,1,1,11.1333,1,True,4.0,1,0,1,0,0,1
870,871,0,0,0,7.8958,1,True,26.0,1,0,1,0,0,1
871,872,1,1,1,52.5542,0,True,47.0,0,0,1,1,0,1
872,873,0,0,0,5.0,0,True,33.0,1,0,1,1,0,1
873,874,0,0,0,9.0,1,True,47.0,1,0,1,0,0,1
874,875,1,1,0,24.0,1,True,28.0,0,0,0,0,1,0
875,876,1,0,0,7.225,1,True,15.0,0,0,0,0,0,1
876,877,0,0,0,9.8458,1,True,20.0,1,0,1,0,0,1
877,878,0,0,0,7.8958,1,True,19.0,1,0,1,0,0,1
878,879,0,0,0,7.8958,1,False,-1.0,1,0,1,0,0,1
879,880,1,0,1,83.1583,0,True,56.0,0,0,0,1,0,1
880,881,1,0,1,26.0,1,True,25.0,0,0,1,0,1,1
881,882,0,0,0,7.8958,1,True,33.0,1,0,1,0,0,1
882,883,0,0,0,10.5167,1,True,22.0,0,0,1,0,0,1
883,884,0,0,0,10.5,1,True,28.0,1,0,1,0,1,0
884,885,0,0,0,7.05,1,True,25.0,1,0,1,0,0,0
885,886,0,0,5,29.125,1,True,39.0,0,1,0,0,0,1
886,887,0,0,0,13.0,1,True,27.0,1,0,1,0,1,1
887,888,1,0,0,30.0,0,True,19.0,0,0,1,1,0,1
888,889,0,1,2,23.45,1,False,-1.0,0,0,1,0,0,0
889,890,1,0,0,30.0,0,True,26.0,1,0,0,1,0,1
890,891,0,0,0,7.75,1,True,32.0,1,1,0,0,0,1
